| COEFFICIENT NAME               | VALUE      | STD.ERR |  T.TEST     |  P.VAL      |
| asc_carD                       |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_15_24   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_40_54   |  0,0000000 |         |             |             |
| b_carD_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carD_p.female                |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_0            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_2            |  0,0000000 |         |             |             |
| b_carD_hh.cars_gr_3            |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carD_hh.income_agg_high      |  0,0000000 |         |             |             |
| asc_carP                       | -2,2434425 | 0,12805 |  -17,52002  | 0,00000 *** |
| b_carP_p.age_group_agg_15_24   |  1,2262034 | 0,17420 |   7,03902   | 0,00000 *** |
| b_carP_p.age_group_agg_40_54   | -0,4389967 | 0,15624 |  -2,80970   | 0,00496 **  |
| b_carP_p.age_group_agg_55      |  0,0000000 |         |             |             |
| b_carP_p.female                |  0,8173878 | 0,13359 |   6,11860   | 0,00000 *** |
| b_carP_hh.cars_gr_0            |  4,2052945 | 0,52974 |   7,93839   | 0,00000 *** |
| b_carP_hh.cars_gr_2            | -1,3625861 | 0,16206 |  -8,40769   | 0,00000 *** |
| b_carP_hh.cars_gr_3            | -1,8555174 | 0,26650 |  -6,96254   | 0,00000 *** |
| b_carP_hh.income_agg_low       |  0,0000000 |         |             |             |
| b_carP_hh.income_agg_high      |  0,2505849 | 0,19182 |   1,30637   | 0,19143     |
| asc_pt                         | -1,2145517 | 0,14352 |  -8,46259   | 0,00000 *** |
| b_pt_p.age_group_agg_15_24     |  1,0828035 | 0,14855 |   7,28901   | 0,00000 *** |
| b_pt_p.age_group_agg_40_54     | -0,4240559 | 0,12051 |  -3,51881   | 0,00043 *** |
| b_pt_p.age_group_agg_55        | -0,5569421 | 0,15703 |  -3,54681   | 0,00039 *** |
| b_pt_p.female                  |  0,4394703 | 0,10114 |   4,34525   | 0,00001 *** |
| b_pt_hh.cars_gr_0              |  5,4560024 | 0,51087 |   10,67982  | 0,00000 *** |
| b_pt_hh.cars_gr_2              | -1,5944512 | 0,12640 |  -12,61446  | 0,00000 *** |
| b_pt_hh.cars_gr_3              | -2,1153717 | 0,21199 |  -9,97881   | 0,00000 *** |
| b_pt_hh.income_agg_low         | -0,5388381 | 0,28134 |  -1,91528   | 0,05546 .   |
| b_pt_hh.income_agg_high        |  0,4309188 | 0,14044 |   3,06843   | 0,00215 **  |
| asc_bike                       | -0,7276638 | 0,19109 |  -3,80799   | 0,00014 *** |
| b_bike_p.age_group_agg_15_24   |  1,1927173 | 0,19219 |   6,20579   | 0,00000 *** |
| b_bike_p.age_group_agg_40_54   | -0,7465901 | 0,19394 |  -3,84956   | 0,00012 *** |
| b_bike_p.age_group_agg_55      | -1,3886067 | 0,29606 |  -4,69028   | 0,00000 *** |
| b_bike_p.female                | -0,0873106 | 0,25743 |  -0,33916   | 0,73449     |
| b_bike_hh.cars_gr_0            |  5,3347942 | 0,52506 |   10,16030  | 0,00000 *** |
| b_bike_hh.cars_gr_2            | -1,5855219 | 0,22358 |  -7,09144   | 0,00000 *** |
| b_bike_hh.cars_gr_3            | -2,0127814 | 0,34925 |  -5,76317   | 0,00000 *** |
| b_bike_hh.income_agg_low       | -0,3429647 | 0,37985 |  -0,90290   | 0,36658     |
| b_bike_hh.income_agg_high      |  0,6359647 | 0,23440 |   2,71310   | 0,00667 **  |
| asc_walk                       |  2,3698408 | 0,18017 |   13,15309  | 0,00000 *** |
| b_walk_p.age_group_agg_15_24   |  1,3031592 | 0,19125 |   6,81390   | 0,00000 *** |
| b_walk_p.age_group_agg_40_54   | -0,1677458 | 0,16010 |  -1,04778   | 0,29474     |
| b_walk_p.age_group_agg_55      | -0,1337164 | 0,19708 |  -0,67847   | 0,49747     |
| b_walk_p.female                | -0,1409876 | 0,13179 |  -1,06980   | 0,28471     |
| b_walk_hh.cars_gr_0            |  5,4133651 | 0,52484 |   10,31434  | 0,00000 *** |
| b_walk_hh.cars_gr_2            | -1,1140038 | 0,16673 |  -6,68144   | 0,00000 *** |
| b_walk_hh.cars_gr_3            | -1,6460497 | 0,25339 |  -6,49616   | 0,00000 *** |
| b_walk_hh.income_agg_low       |  0,0337789 | 0,30292 |   0,11151   | 0,91121     |
| b_walk_hh.income_agg_high      |  0,2503206 | 0,22560 |   1,10958   | 0,26718     |
| b_car_time                     | -0,1585063 | 0,01244 |  -12,73963  | 0,00000 *** |
| b_pt_time                      | -0,0365290 | 0,00347 |  -10,52477  | 0,00000 *** |
| b_bike_cost                    | -0,0567692 | 0,02530 |  -2,24402   | 0,02483 *   |
| g_bike_grad                    |  21,6923797 | 16,62600 |   1,30473   | 0,19199     |
| g_bike_vgvi                    | -0,5006862 | 0,55151 |  -0,90785   | 0,36396     |
| g_bike_stressLink              |  1,4849972 | 0,92847 |   1,59940   | 0,10973     |
| g_bike_stressLink_f            |  2,3312333 | 1,18294 |   1,97071   | 0,04876 *   |
| b_walk_cost                    | -0,1011502 | 0,01104 |  -9,16176   | 0,00000 *** |
| g_walk_vgvi                    |  0,4133970 | 0,26140 |   1,58146   | 0,11377     |
| g_walk_stressJct               |  3,4690548 | 2,32736 |   1,49055   | 0,13608     |


Iterations: 128

Start LL = 7175.705063219666
Final LL = 3631.1044798767566
